case_id,product_sku,store,days_to_expiry,quantity,price_before,price_after,discount_pct,price_change_requested,price_change_approved,commercial_action,evidence_complete,financial_value_at_risk,score,forced_high_reasons,expected_risk,ai_risk,ai_explanation
CASE-0465,SKU-5034,Sala 16,13,215,101.2,96.14,5,True,True,APPLIED,True,21758.0,75,,ALTO,ALTO,"Score=75; nivel=ALTO; factores: vencimiento=13d, valor=21758.0, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0466,SKU-7843,Sala 9,41,114,60.31,54.28,10,True,True,PENDING_APPROVAL,True,6875.34,72,,ALTO,ALTO,"Score=72; nivel=ALTO; factores: vencimiento=41d, valor=6875.34, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0467,SKU-2786,Sala 10,42,203,176.91,159.22,10,True,True,NONE,True,35912.73,82,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=82; nivel=ALTO; factores: vencimiento=42d, valor=35912.73, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0468,SKU-9829,Sala 8,71,32,75.91,45.55,40,True,False,NONE,True,2429.12,65,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=65; nivel=ALTO; factores: vencimiento=71d, valor=2429.12, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0469,SKU-6470,Sala 4,44,13,165.35,132.28,20,True,False,NONE,True,2149.55,67,vencimiento <=45 días sin acción comercial; cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=67; nivel=ALTO; factores: vencimiento=44d, valor=2149.55, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0470,SKU-8517,Sala 15,36,220,118.03,82.62,30,True,False,APPLIED,True,25966.6,83,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=83; nivel=ALTO; factores: vencimiento=36d, valor=25966.6, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0471,SKU-1684,Sala 18,26,30,59.78,35.87,40,True,True,APPLIED,False,1793.4,55,vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=55; nivel=ALTO; factores: vencimiento=26d, valor=1793.4, acción=APPLIED, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0472,SKU-4549,Sala 18,50,210,155.57,155.57,0,False,False,NONE,True,32669.7,69,,ALTO,ALTO,"Score=69; nivel=ALTO; factores: vencimiento=50d, valor=32669.7, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0473,SKU-2559,Sala 18,7,219,165.14,156.88,5,True,False,PENDING_APPROVAL,False,36165.66,100,cambio de precio no aprobado con impacto >=1000; vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=100; nivel=ALTO; factores: vencimiento=7d, valor=36165.66, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=solicitado, aprobación=no."
CASE-0474,SKU-5002,Sala 11,21,150,159.22,151.26,5,True,True,APPLIED,True,23883.0,68,,ALTO,ALTO,"Score=68; nivel=ALTO; factores: vencimiento=21d, valor=23883.0, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0475,SKU-7409,Sala 13,13,169,174.81,174.81,0,False,False,APPLIED,True,29542.89,70,,ALTO,ALTO,"Score=70; nivel=ALTO; factores: vencimiento=13d, valor=29542.89, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0476,SKU-3896,Sala 15,4,47,164.51,164.51,0,False,False,PENDING_APPROVAL,False,7731.97,85,vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=85; nivel=ALTO; factores: vencimiento=4d, valor=7731.97, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0477,SKU-4021,Sala 18,50,58,10.15,10.15,0,False,False,PENDING_APPROVAL,True,588.7,35,,MEDIO,MEDIO,"Score=35; nivel=MEDIO; factores: vencimiento=50d, valor=588.7, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0478,SKU-1519,Sala 7,21,61,132.85,132.85,0,False,False,APPLIED,True,8103.85,53,,MEDIO,MEDIO,"Score=53; nivel=MEDIO; factores: vencimiento=21d, valor=8103.85, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0479,SKU-2948,Sala 13,14,173,171.24,171.24,0,False,False,PENDING_APPROVAL,True,29624.52,85,,ALTO,ALTO,"Score=85; nivel=ALTO; factores: vencimiento=14d, valor=29624.52, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0480,SKU-7369,Sala 17,113,85,123.88,123.88,0,False,False,APPLIED,True,10529.8,30,,MEDIO,BAJO,"Score=30; nivel=BAJO; factores: vencimiento=113d, valor=10529.8, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0481,SKU-2266,Sala 18,16,114,51.69,38.77,25,True,False,NONE,True,5892.66,96,vencimiento <=45 días sin acción comercial; cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=96; nivel=ALTO; factores: vencimiento=16d, valor=5892.66, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0482,SKU-9197,Sala 17,26,191,119.0,101.15,15,True,True,PENDING_APPROVAL,True,22729.0,83,,ALTO,ALTO,"Score=83; nivel=ALTO; factores: vencimiento=26d, valor=22729.0, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0483,SKU-5337,Sala 3,72,153,143.85,136.66,5,True,False,PENDING_APPROVAL,True,22009.05,75,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=75; nivel=ALTO; factores: vencimiento=72d, valor=22009.05, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0484,SKU-8012,Sala 10,25,92,39.78,39.78,0,False,False,PENDING_APPROVAL,True,3659.76,66,,ALTO,ALTO,"Score=66; nivel=ALTO; factores: vencimiento=25d, valor=3659.76, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0485,SKU-6218,Sala 8,36,93,175.43,175.43,0,False,False,APPLIED,True,16314.99,52,,MEDIO,MEDIO,"Score=52; nivel=MEDIO; factores: vencimiento=36d, valor=16314.99, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0486,SKU-9371,Sala 3,20,191,116.99,116.99,0,False,False,PENDING_APPROVAL,True,22345.09,78,,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=20d, valor=22345.09, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0487,SKU-8139,Sala 2,49,145,12.38,12.38,0,False,False,APPLIED,True,1795.1,31,,MEDIO,MEDIO,"Score=31; nivel=MEDIO; factores: vencimiento=49d, valor=1795.1, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0488,SKU-8408,Sala 8,24,78,69.65,69.65,0,False,False,NONE,True,5432.7,78,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=24d, valor=5432.7, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0489,SKU-4485,Sala 2,11,95,8.35,8.35,0,False,False,APPLIED,True,793.25,46,,MEDIO,MEDIO,"Score=46; nivel=MEDIO; factores: vencimiento=11d, valor=793.25, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0490,SKU-2745,Sala 4,39,106,95.54,95.54,0,False,False,PENDING_APPROVAL,True,10127.24,67,,ALTO,ALTO,"Score=67; nivel=ALTO; factores: vencimiento=39d, valor=10127.24, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0491,SKU-3366,Sala 11,63,163,104.59,83.67,20,True,True,NONE,False,17048.17,77,,ALTO,ALTO,"Score=77; nivel=ALTO; factores: vencimiento=63d, valor=17048.17, acción=NONE, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0492,SKU-3312,Sala 1,30,211,37.23,33.51,10,True,True,APPLIED,True,7855.53,68,,ALTO,ALTO,"Score=68; nivel=ALTO; factores: vencimiento=30d, valor=7855.53, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0493,SKU-4933,Sala 10,36,36,8.39,7.55,10,True,True,APPLIED,True,302.04,27,,BAJO,BAJO,"Score=27; nivel=BAJO; factores: vencimiento=36d, valor=302.04, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0494,SKU-8181,Sala 1,57,8,148.29,88.97,40,True,False,APPLIED,False,1186.32,57,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=57; nivel=ALTO; factores: vencimiento=57d, valor=1186.32, acción=APPLIED, evidencia=incompleta, cambio_precio=solicitado, aprobación=no."
CASE-0495,SKU-5200,Sala 3,11,24,51.37,33.39,35,True,True,NONE,True,1232.88,67,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=67; nivel=ALTO; factores: vencimiento=11d, valor=1232.88, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0496,SKU-8445,Sala 6,78,105,142.45,135.33,5,True,True,APPLIED,False,14957.25,52,,MEDIO,MEDIO,"Score=52; nivel=MEDIO; factores: vencimiento=78d, valor=14957.25, acción=APPLIED, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0497,SKU-6078,Sala 13,42,149,26.05,15.63,40,True,False,APPLIED,True,3881.45,71,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=71; nivel=ALTO; factores: vencimiento=42d, valor=3881.45, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0498,SKU-6867,Sala 3,107,10,121.85,121.85,0,False,False,NONE,False,1218.5,37,,MEDIO,MEDIO,"Score=37; nivel=MEDIO; factores: vencimiento=107d, valor=1218.5, acción=NONE, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0499,SKU-5785,Sala 10,13,159,123.19,123.19,0,False,False,NONE,True,19587.21,90,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=90; nivel=ALTO; factores: vencimiento=13d, valor=19587.21, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0500,SKU-8843,Sala 9,24,24,116.62,87.47,25,True,True,APPLIED,True,2798.88,46,,MEDIO,MEDIO,"Score=46; nivel=MEDIO; factores: vencimiento=24d, valor=2798.88, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
